Smiles
O=S(=O)(c1ccc(F)cc1)N1CCOCC1
CN1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
O=S(=O)(NCCCN1CCOCC1)c1ccc(F)cc1
O=S(=O)(c1ccc(F)cc1)N1CCN(Cc2ccccc2)CC1
O=C(CN1CCOCC1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
O=C(C1CC1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
O=C(C1CCOCC1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
COCC(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
CN(C)CC(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
O=C(Cc1ccccn1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
Cn1cnc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1
O=S(=O)(c1ccc(F)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccccc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(O)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(F)cc2)CC1
COc1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(Cc3ccccc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccccc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(O)cc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(F)cc3)cc2)CC1
COc1ccc(-c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)cc1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCOCC3)cc2)CC1
CN1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(NCCCN3CCOCC3)cc2)CC1
CN(Cc1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1)C(=O)N1CCOCC1
CN1CCN(C(=O)N(C)Cc2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
CN(Cc1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1)C(=O)NCCCN1CCOCC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(-c4ccc(O)cc4)cc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1
COc1ccc(-c2ccc(-c3ccc(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)cc3)cc2)cc1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(Cc4ccccc4)cc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(N4CCOCC4)cc3)cc2)CC1
CN1CCN(c2ccc(-c3ccc(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)cc3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(-c3ccc(NCCCN4CCOCC4)cc3)cc2)CC1
Cn1cnc(S(=O)(=O)N2CCN(c3ccc(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)cc3)CC2)c1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=C(CN1CCOCC1)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=C(C1CC1)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=C(C1CCOCC1)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
COCC(=O)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
CN(C)CC(=O)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=C(Cc1ccccn1)N1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCN(Cc4ccccc4)CC3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCN(c4ccccc4)CC3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCN(c4ccc(O)cc4)CC3)cc2)CC1
O=S(=O)(c1ccc(F)cc1)N1CCN(c2ccc(N3CCN(c4ccc(F)cc4)CC3)cc2)CC1
COc1ccc(N2CCN(c3ccc(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)cc3)CC2)cc1
CN(Cc1ccccc1)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
CN(Cc1ccc(O)cc1)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
CN(Cc1ccc(F)cc1)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
COc1ccc(CN(C)C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1
CN(Cc1ccc(N2CCOCC2)cc1)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
