0
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(CC2CCCCC2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(N2CCN(C)CC2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(OCCCO)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC([C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC([C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(c2ccccc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(c2ccc(F)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(c2ccc(Cl)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)Cc1ccccc1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)Cc1ccc(F)cc1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)Cc1ccc(Cl)cc1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)C[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)C[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N(CCO)CC1CCCCC1
C=CC[C@@H](CC(=O)O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)OCCCO)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCN(C)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)NS(=O)(=O)c1ccc(F)cc1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(Cc2ccccc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(Cc2ccc(F)cc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(Cc2ccc(Cl)cc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(C[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(C[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(CC2CCCCC2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(c2ccccc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(c2ccc(F)cc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(c2ccc(Cl)cc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC([C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC([C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(N2CCN(C)CC2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(NS(=O)(=O)c2ccc(F)cc2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(OCCCO)CC1)C(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
