0
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OCc2ccccc2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](Oc2ccccc2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](Oc2ccc(F)cc2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](Oc2ccc(Cl)cc2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCCCC2)O1
CO[C@]1(C)C[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)O[C@@H](C)[C@@H]1O
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(Cc3ccccc3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)O1
Cc1ccc(S(=O)(=O)N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)cc1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCCCC3)CC2)O1
CO[C@]1(C)C[C@H](N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)O[C@@H](C)[C@@H]1O
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN([C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(c3ccccc3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(c3ccc(F)cc3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(c3ccc(Cl)cc3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(c4ccccc4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(c4ccc(F)cc4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(c4ccc(Cl)cc4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(Cc4ccccc4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCCCC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)CC2)O1
Cc1ccc(S(=O)(=O)N2CCC(N3CCC(O[C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)CC3)CC2)cc1
CO[C@]1(C)C[C@H](N2CCC(N3CCC(O[C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)CC3)CC2)O[C@@H](C)[C@@H]1O
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN([C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)CC3)CC2)O1
C=CC[C@@H](CC(=O)O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)C(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1
C=CC[C@@H](CC(=O)OCCCO)C(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1
C=CC[C@@H](CC(=O)O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O)C(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1
C=CC[C@@H](CC(=O)N1CCN(C)CC1)C(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1
C=CC[C@@H](CC(=O)NS(=O)(=O)c1ccc(F)cc1)C(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1
CO[C@]1(C)C[C@H](N2CCC(N3CCC(N4CCC(O[C@@H]5O[C@H](C)C[C@H](N(C)C)[C@H]5O)CC4)CC3)CC2)O[C@@H](C)[C@@H]1O
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN([C@@H]5O[C@H](C)C[C@H](N(C)C)[C@H]5O)CC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)CC3)CC2)O1
Cc1ccc(S(=O)(=O)N2CCC(N3CCC(N4CCC(O[C@@H]5O[C@H](C)C[C@H](N(C)C)[C@H]5O)CC4)CC3)CC2)cc1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(c5ccccc5)CC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(c5ccc(F)cc5)CC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(c5ccc(Cl)cc5)CC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(C5CCCCC5)CC4)CC3)CC2)O1
C[C@@H]1C[C@H](N(C)C)[C@@H](O)[C@H](OC2CCN(C3CCN(C4CCN(Cc5ccccc5)CC4)CC3)CC2)O1
C=CC[C@@H](CC(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1)C(=O)O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1
C=CC[C@@H](CC(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1)C(=O)OCCCO
C=CC[C@@H](CC(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1)C(=O)O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
C=CC[C@@H](CC(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1)C(=O)N1CCN(C)CC1
C=CC[C@@H](CC(=O)N1CCC(N2CCC(O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)CC2)CC1)C(=O)NS(=O)(=O)c1ccc(F)cc1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)OCCCO
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(C)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)NS(=O)(=O)c1ccc(F)cc1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(C2CCCCC2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(c2ccccc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(c2ccc(F)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(c2ccc(Cl)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(Cc2ccccc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN(S(=O)(=O)c2ccc(C)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN([C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCN([C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(Cc2ccccc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(Cc2ccc(F)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(Cc2ccc(Cl)cc2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(C[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)CC1
C=CC[C@@H](CC(=O)N1CCC(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1)C(=O)N1CCC(C[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)CC1
