SMILES
CN1CCN(Cc2ccccc2)CC1
c1ccc(CN2CCNCC2)cc1
C[N+](C)(Cc1ccccc1)Cc1ccccc1
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NCc3ccccc3)C2SC1
NC1C(O)C(CO)OC(OCc2ccccc2)C1O
Cn1nnnc1SCc1ccccc1
NC1CC(N)C(c2ccccc2)C(O)C1OCc1ccccc1
NC1CC(N)C(c2ccc([N+](=O)[O-])cc2)C(O)C1OCc1ccccc1
NC1CC(N)C(C2OC(CO)C(O)C(N)C2O)C(O)C1OCc1ccccc1
NC1CC(N)C(OC2OC(CO)C(O)C(N)C2O)C(O)C1OCc1ccccc1
CN1CCN(C2C(N)CC(N)C(OCc3ccccc3)C2O)CC1
NC1CC(N)C(N2CCNCC2)C(O)C1OCc1ccccc1
C[N+](C)(Cc1ccccc1)C1C(N)CC(N)C(OCc2ccccc2)C1O
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC3C(N)CC(N)C(OCc4ccccc4)C3O)C2SC1
Cn1nnnc1SC1C(N)CC(N)C(OCc2ccccc2)C1O
CN1CCN(C(=O)C(CCN)NC2C(N)CC(N)C(OCc3ccccc3)C2O)CC1
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)N1CCNCC1
C[N+](C)(Cc1ccccc1)C(=O)C(CCN)NC1C(N)CC(N)C(OCc2ccccc2)C1O
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(CCN)NC3C(N)CC(N)C(OCc4ccccc4)C3O)C2SC1
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1OC(CO)C(O)C(N)C1O
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1C(N)CC(N)C(c2ccccc2)C1O
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1C(N)CC(N)C(c2ccc([N+](=O)[O-])cc2)C1O
Cn1nnnc1SC1C(N)CC(N)C(OC(=O)C(CCN)NC2C(N)CC(N)C(OCc3ccccc3)C2O)C1O
CN1CCN(C2C(N)CC(N)C(OC(=O)C(CCN)NC3C(N)CC(N)C(OCc4ccccc4)C3O)C2O)CC1
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1C(N)CC(N)C(N2CCNCC2)C1O
C[N+](C)(Cc1ccccc1)C1C(N)CC(N)C(OC(=O)C(CCN)NC2C(N)CC(N)C(OCc3ccccc3)C2O)C1O
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC3C(N)CC(N)C(OC(=O)C(CCN)NC4C(N)CC(N)C(OCc5ccccc5)C4O)C3O)C2SC1
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1C(N)CC(N)C(C2OC(CO)C(O)C(N)C2O)C1O
NCCC(NC1C(N)CC(N)C(OCc2ccccc2)C1O)C(=O)OC1C(N)CC(N)C(OC2OC(CO)C(O)C(N)C2O)C1O
