SMILES,Pred_Score
COc1cc(F)c(C(=O)N2CN[C@H](N)[C@H]3NCN[C@@H]32)cc1F,0.905840561
N=C(N)N/N=C(\C=N/NC(=N)N)[C@@H](O)CO,0.905650532
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,0.905521122
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0.9055051
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)CC3CCCCC3)=CCS[C@H]12)c1csc(N)n1,0.905502871
O=C1CSC(=S)N1N1C(=O)[C@H]2[C@H](C1=O)C1C=CC2[C@@H]2C(=O)N(N3C(=O)CSC3=S)C(=O)[C@H]21,0.905412717
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@H](NC(=O)c4cc(F)c(F)cc4Cl)[C@@H]3SC2)s1,0.905394733
O=C(Nc1c(F)cc(F)cc1F)C(=O)NC(CF)CF,0.905361038
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@H]4CC(=O)N(C)C4)cn1c32,0.905359271
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CN3Cc4cccn[n+]4C3)CS[C@H]12)c1nsc(N)n1,0.905339953
CCN=c1ccc(N)cn1C(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@@H]2C)c1=O,0.905237877
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,0.905232322
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@H]3C=CS(=O)(=O)C3)=CCS[C@H]12)c1csc(N)n1,0.905222026
CCn1cc(C(=O)O)c(=O)c2cc(F)c(Cl)nc21,0.905110183
C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@@]3(O)C(=O)C(C(N)=O)=C(O)[C@H](N(C)C)[C@H]3[C@H](O)[C@H]21,0.905085105
C[C@@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@H](O)[C@@H]21,0.905069214
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](N[C@H]3CCNC3)[C@H]2SC1,0.904931697
CO[C@@H](CN)C(=O)N1[C@H]2CN3C4=C(C(=O)C(N)=C(C)C4=O)[C@@H](COC(=N)O)[C@@]3(OC)[C@H]21,0.904820019
CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(Cn3nnc(C)n3)CS[C@@H]12)c1csc(N)n1,0.904811484
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)Nc4cc(=O)n(C)c(O)n4)cn1c32,0.904796544
C[C@H]1C[C@@H](CO)N(C(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)C1,0.904787982
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@H](O)[C@@H]3C[C@@H]12,0.904777336
CSc1nc(Cl)c(/C=N/O)c(N2CN[C@H](N)[C@H]3NCN[C@@H]32)n1,0.904682317
O=C(O)c1cc(F)cc(NCCn2cccn2)c1F,0.904629886
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H]3CNC[C@@H]3N)[C@H]2SC1,0.904586673
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)N3CN[C@H](N)[C@@H]4NCN[C@@H]43)=C([C@H]3CCCO3)S[C@H]12,0.904477066
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@H]3CCCN(C)C3=O)=CCS[C@H]12)c1csc(N)n1,0.904453835
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(C[C@]4(O)CCNC4)CC3)c(F)cc2c1=O,0.90437095
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CC(N5CCNC(=O)C5)C4)cn1c32,0.904356408
CCn1cc(C(=O)N2CN[C@H](N)[C@H]3NCN[C@H]32)c(=O)c2cc3c(cc21)OCO3,0.904321906
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCn4ccnc4)cn1c32,0.904248747
COc1c(N2CCN(C(=S)N[C@@H]3C[C@H]4CC[C@@H]3C4)[C@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21,0.9042429
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H](C)c3cnccn3)=CCS[C@H]12)c1csc(N)n1,0.90418939
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(C[C@@H]4CNCCO4)CC3)c(F)cc2c1=O,0.90417079
N/N=C1/C(=O)NC(=O)[C@H]1C(N)=O,0.90407832
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@]3(C)CCCN(C)C3)=CCS[C@H]12)c1csc(N)n1,0.904073337
C=C/C(=N\COC)N1[C@H]2CN3C4=C(C(=O)C(N)=C(C)C4=O)[C@@H](COC(=N)O)[C@@]3(OC)[C@H]21,0.904042503
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@H]3[C@H](O)[C@H]12,0.903933033
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@@H]4COCCN4)cn1c32,0.903859413
CC1(C)[C@@H]2C(=O)NN(c3c(F)cc(F)cc3F)C(=O)[C@H]21,0.903855371
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4ccn(C)c(=O)c4)cn1c32,0.90379636
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H]3NCC[C@H]3O)[C@H]2SC1,0.903777424
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@H](O)[C@H]3C[C@H]12,0.903765783
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H]3C[C@@H]3F)[C@H]2SC1,0.903652501
CCN(C)C(=O)C1=CCS[C@@H]2[C@H](NC(=O)/C(=N\OC)c3csc(N)n3)C(=O)N12,0.903631899
CC[C@H]1NC(=O)N([C@H]2COc3cc(F)cc(F)c32)C1=O,0.903621054
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NC[C@H]3C[C@@H](N)C3)=CCS[C@H]12)c1csc(N)n1,0.903536719
CCOC(=O)C(C)(C)NC(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@H]2C)c1=O,0.903483814
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@H]4CNC(=O)C4)cn1c32,0.903472444
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N3CCC[C@H]4NC[C@H]43)=CCS[C@H]12)c1csc(N)n1,0.903411558
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@H](O)[C@@H]12,0.903325206
C[C@H]1CC[C@@H](CO)N1C(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@H]2C)c1=O,0.903314662
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@](C)(C#N)CC(C)C)=CCS[C@H]12)c1csc(N)n1,0.903217795
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N3CCNC(=O)[C@@H]3C)=CCS[C@H]12)c1csc(N)n1,0.903142768
CCOC(=O)C1=C(NC(=S)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)S[C@H]2CCCCC[C@@H]12,0.903113103
O=C1CSC(=S)N1N1C(=O)[C@H]2[C@@H](C1=O)C1C=CC2[C@@H]2C(=O)N(N3C(=O)CSC3=S)C(=O)[C@@H]21,0.903093925
O=C1N[C@H]2N[C@H]3NC(=O)N[C@@H]3N[C@@H]2N1,0.903090878
O=C(Cn1cnnn1)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@@H]12,0.903084254
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCN5C(=O)COC[C@H]5C4)cn1c32,0.903055358
COc1cc(F)c(C(=O)N2CN[C@H](N)[C@@H]3NCN[C@H]32)cc1F,0.90290311
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC4COC(C)(C)OC4)cn1c32,0.902892601
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@](C)(O)[C@H]3C[C@@H]12,0.902878511
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@H]3CCOC[C@H]3C)=CCS[C@H]12)c1csc(N)n1,0.902854264
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCOCC(F)(F)C4)cn1c32,0.902850327
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@H]4CCNCC4(F)F)cn1c32,0.902841961
Cc1cnc(NC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)c(=O)[nH]1,0.902718583
COC(=O)[C@H](CS)NC(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@@H]2C)c1=O,0.902673471
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H]3CCOC[C@H]3OC)=CCS[C@H]12)c1csc(N)n1,0.90262095
CCCNC1=C(C)C(=O)C2=C(C1=O)[C@@H](COC(N)=O)[C@@]1(OC)[C@H]3N[C@@H]3CN21,0.902594382
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N(C)C[C@H]4CNCCO4)cn1c32,0.902565372
N[C@@H]1NCN(c2nc(Cl)ncc2Cl)[C@H]2NCN[C@H]21,0.90244804
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N(C)C[C@@H]4CCCNC4)cn1c32,0.902309915
Nc1nc(/C(=N/O)C(=O)O)cs1,0.902300328
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@H]3CCC[C@H]3CO)=CCS[C@H]12)c1csc(N)n1,0.902254826
Clc1c(Cl)c2c(Cl)c(Cl)c3c(Cl)c(Cl)c(Cl)c4c(Cl)c(Cl)c(c1Cl)c2c34,0.902115346
COc1c(N2CCN(C(=S)N[C@@H]3C[C@H]4CC[C@@H]3C4)[C@@H](C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21,0.902101114
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N[C@H]4CCC(=O)N(C)C4)cn1c32,0.901960585
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCC[C@@H]5NC[C@@H]54)cn1c32,0.901931924
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@](C)(O)[C@H]3C[C@@H]12,0.901927733
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4ccnc(O)c4)cn1c32,0.901881003
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H]3CCOC[C@H]3C)=CCS[C@H]12)c1csc(N)n1,0.90185892
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N3CCC[C@@H]4NC[C@H]43)=CCS[C@H]12)c1csc(N)n1,0.901764923
O=C1N[C@@H](C2CC2)C(=O)N1[C@H]1COc2cc(F)cc(F)c21,0.901755857
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCc4cnn(C)c4)cn1c32,0.9016886
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCN5CCC4CC5)cn1c32,0.901685724
N[C@@H]1NCN(c2nc(Cl)nc(Cl)c2[N+](=O)[O-])[C@@H]2NCN[C@H]21,0.901684415
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CC(N5CC(F)C5)C4)cn1c32,0.901674674
C[C@@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@H](N(C)C)[C@@H]3[C@H](O)[C@@H]21,0.901644284
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N3C4CCC3CC4)=CCS[C@H]12)c1csc(N)n1,0.901634258
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(c3nnc(CC(C)C)o3)=CCS[C@H]12)c1csc(N)n1,0.901459211
COc1ncc(NC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@H]3C)c2=O)cn1,0.901317745
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(c3nnc(CCC(C)C)o3)=CCS[C@H]12)c1csc(N)n1,0.901216659
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)Nc4cn(C)nc4C#N)cn1c32,0.901197635
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCc4nccn4C)cn1c32,0.901193139
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCC(=O)C(F)(F)C4)cn1c32,0.901130015
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)Cc3ncccn3)=CCS[C@H]12)c1csc(N)n1,0.9010887
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1)C(=O)O,0.90087949
N[C@@H]1NCN(C(=O)Cc2cc(F)cc(F)c2F)[C@H]2NCN[C@H]21,0.900806066
O=C(Cn1cnnn1)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnc(O)s3)CS[C@H]12,0.900784853
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,0.900759667
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@H]4COCCN4C)cn1c32,0.900705045
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@@H]4CNC[C@@H](C)C4)cn1c32,0.900683293
CCNC1=C(N2CC2)C(=O)C(NCC)=C(N2CC2)C1=O,0.900541435
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCCS(C)(=O)=O)cn1c32,0.900467572
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NCCCS)=CCS[C@H]12)c1csc(N)n1,0.900321776
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NC[C@@H](F)C(C)(C)O)=CCS[C@H]12)c1csc(N)n1,0.90020538
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C3(F)CNC3)[C@H]2SC1,0.900194871
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CC(=O)NC5(CCCC5)C4)cn1c32,0.900113925
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](N[C@@H]3CNC(=O)C3)[C@H]2SC1,0.900013304
O=C1N[C@H](CF)C(=O)N1[C@H]1COc2cc(F)cc(F)c21,0.899870926
CCCC(/C=N\NC(=N)N)=N/NC(=N)N,0.89982594
CN[C@@H](CCCCN)C(=O)N1[C@H]2CN3C4=C(C(=O)C(N)=C(C)C4=O)[C@@H](COC(=N)O)[C@@]3(OC)[C@H]21,0.899806359
CCOC(=O)c1cn(-c2nc(-c3ccc(Cl)c(Cl)c3)cs2)c2c(F)c(N3CCOCC3)c(F)cc2c1=O,0.899653316
CCOC(=O)c1cn(-c2nc(-c3ccc(Br)cc3)cs2)c2c(F)c(N3C[C@H](C)O[C@@H](C)C3)c(F)cc2c1=O,0.899633646
CCOC(=O)c1cn(-c2nc(-c3ccc(Br)cc3)cs2)c2c(F)c(N3C[C@@H](C)O[C@H](C)C3)c(F)cc2c1=O,0.899633637
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@]3(C)CCCN(C)C3)=CCS[C@H]12)c1csc(N)n1,0.899491853
C[C@@H]1CCN(C(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)C[C@@H]1N,0.899483353
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.899380311
C[C@H]1[C@H](NS(=O)(=O)c2cc(F)c(F)cc2F)C(=O)N1S(=O)(=O)O,0.899298319
NC(=O)[C@H]1CN(c2c(F)c(F)nc(F)c2F)CCN1,0.899244854
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N[C@@H](CO)Cc4cnc[nH]4)cn1c32,0.899175864
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@H]3CCOC[C@@H]3C)=CCS[C@H]12)c1csc(N)n1,0.898935932
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)Nc4nc(O)nc5[nH]cnc54)cn1c32,0.898910347
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)Nc4c(N)ccnc4O)cn1c32,0.898877311
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)[C@H]3CCCC[C@H]3N)=CCS[C@H]12)c1csc(N)n1,0.898867121
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=S)N[C@H](C)c4ccc(F)cc4)CC3)cc21,0.898792064
CCOC(=O)C1=C(NC(=S)N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)S[C@H]2CCCCC[C@H]12,0.898688653
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CS[C@@H]12)c1nsc(N)n1,0.898648703
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)CC(C)=O)=CCS[C@H]12)c1csc(N)n1,0.898520088
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NC(C)(C)CC(C)(C)C)=CCS[C@H]12)c1csc(N)n1,0.898470393
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)Nc3ncccc3N)=CCS[C@H]12)c1csc(N)n1,0.89838849
CCn1cc(C(=O)O)c(=O)c2cc(N)c(Cl)cc21,0.898194584
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N(CCN)S(C)(=O)=O)cn1c32,0.898187628
Cn1c(=O)c2cc(Cl)c3c4c(Cl)cc5c(=O)n(C)c(=O)c6cc(Cl)c(c7c(Cl)cc(c1=O)c2c37)c4c56,0.898115301
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NCC(C)(C)C(N)=O)=CCS[C@H]12)c1csc(N)n1,0.898082271
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@@H]4CN(C)CCO4)cn1c32,0.898050806
OC[C@@H]1CC(F)(F)CN1c1c(F)c(F)nc(F)c1F,0.898023883
Cc1cnc(CCNC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@H]3C)c2=O)[nH]1,0.897950354
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@@H]4CCC(=O)N4)cn1c32,0.897939631
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCOC[C@@H]4C#N)cn1c32,0.897923157
N[C@@H]1NCN(c2nc(Cl)nc3c(Cl)nc(Cl)nc32)[C@H]2NCN[C@H]21,0.89769965
O=c1oc(=O)c2cc(Cl)c3c4c(Cl)cc5c(=O)oc(=O)c6cc(Cl)c(c7c(Cl)cc1c2c73)c4c65,0.897689763
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@](C)(C#N)CC(C)C)=CCS[C@H]12)c1csc(N)n1,0.8976879
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN([C@H]4CCNC5(CNC5)C4)CC3)c(F)cc2c1=O,0.897668472
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)Nc4nnccc4C#N)cn1c32,0.897536781
C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0.897524568
CCNC(=O)CN(C)C(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@@H]2C)c1=O,0.897478208
COC[C@H]1C(=O)N[C@H](c2cc(F)c(F)cc2F)N1C,0.89745267
O=C1N[C@@H]2N[C@H]3NC(=O)N[C@@H]3N[C@H]2N1,0.897364578
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)[C@@H]2SC1,0.897314852
Cc1nc(CCN(C)C(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)no1,0.89731003
COC(C)(CNC(=O)c1cn2c3c(cc(F)c(N4CCN(C)CC4)c3OC[C@@H]2C)c1=O)OC,0.897267547
CCOC(=O)c1cn(C2CC2)c2cc(N3CCN(C[C@@H](O)C(=O)OC)CC3)c(F)cc2c1=O,0.89722271
Cc1ccnc(CNC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)n1,0.897171348
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)NCC(C)(C)S)=CCS[C@H]12)c1csc(N)n1,0.897145355
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,0.89713279
CCOC(=O)c1cn(-c2nc(-c3ccc(Br)cc3)cs2)c2c(F)c(N3C[C@@H](C)O[C@@H](C)C3)c(F)cc2c1=O,0.897125253
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@H](O)[C@@H]3C[C@H]12,0.897111541
CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@](C)(O)[C@@H]3C[C@@H]12,0.897049519
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H](C)c3cnn(C)c3)=CCS[C@H]12)c1csc(N)n1,0.897043398
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)[C@H]3CCCC[C@@H]3N)=CCS[C@H]12)c1csc(N)n1,0.89703998
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@](C)(O)[C@@H]3C[C@@H]12,0.897009739
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N(C)[C@@H]3CCCC[C@H]3N)=CCS[C@H]12)c1csc(N)n1,0.896998051
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N4CCCC(=O)[C@@H](F)C4)cn1c32,0.89698889
NC(=O)c1nc(Cl)nc(Cl)c1N1CN[C@H](N)[C@H]2NCN[C@@H]21,0.896967563
O=C(CSc1nnc(S)s1)NN1C(=O)[C@H]2[C@H]3C=C[C@@H](O3)[C@H]2C1=O,0.896911231
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(C(=N)NC(=N)N)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,0.896901378
N[C@@H]1NCN(c2nnc(Cl)cc2F)[C@H]2NCN[C@@H]21,0.896821326
CCn1cc(C(=O)N[C@H]2CCC(=O)NC2=O)c(=O)c2cc(Cl)c(N3CCN(C)CC3)cc21,0.896812636
CO[C@]12[C@@H]3[C@H](CN1C1=C(C(=O)C(N)=C(C)C1=O)[C@H]2COC(=N)O)N3c1c(F)cc2ncccc2c1F,0.896664467
Cc1nc(O)cc(NC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@H]3C)c2=O)n1,0.896644062
C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NC[C@@H]4C[C@H](F)CN4)cn1c32,0.896536778
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cn3ccc(=N)n3CCO)CS[C@@H]12)c1csc(N)n1,0.896493998
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0.896430343
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N[C@@H]4CCC(=O)N(C)C4)cn1c32,0.896283352
CC1(C)CN(c2c(F)c(F)nc(F)c2F)CCN1,0.896236256
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H]3CCOC[C@@H]3C)=CCS[C@H]12)c1csc(N)n1,0.896182093
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N[C@H]4CCS(=O)(=O)C4)cn1c32,0.896163756
Cn1[nH]c(=O)c(=O)nc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC3CCCC3)[C@H]2SC1,0.896159315
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N3CCN[C@H](C#N)C3)=CCS[C@H]12)c1csc(N)n1,0.896115616
CN[C@H]1[C@@H](O)[C@H]2O[C@H]3O[C@@H](C)CC(=O)[C@@]3(O)O[C@H]2[C@@H](NC)[C@H]1O,0.896015003
CCOC(=O)N[C@@](C(=O)OCC)(N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)C(F)(F)F,0.895934728
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H]3CCC[C@@H]3O)=CCS[C@H]12)c1csc(N)n1,0.895919466
N=c1scc(N)n1-c1cc(F)cc(N)c1Cl,0.895913109
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)N[C@@H](C)CCCC(C)C)=CCS[C@H]12)c1csc(N)n1,0.895904788
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)N(CCN)c4cccnc4)cn1c32,0.895846426
Cc1c2c(c(O)c3c(O)ccc(Cl)c13)C(=O)[C@@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@H]1C2,0.895819151
Cc1nc(CNC(=O)c2cn3c4c(cc(F)c(N5CCN(C)CC5)c4OC[C@@H]3C)c2=O)n[nH]1,0.895787796
